declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
80056,7,MO,Missouri                      ,0,1980-07-19T00:00:00.000Z,Major Disaster,DROUGHT & HEAT,Drought,1980-08-04T00:00:00.000Z,1980-08-04T00:00:00.000Z,Turndown,1980-08-04T00:00:00.000Z,0,0,0,0,80056,1980-08-04T00:00:00.000Z,022dbbf7-a384-41e5-98b8-2fd3a2a44d26
80058,5,MI,Michigan                      ,0,1980-07-23T00:00:00.000Z,Emergency,SEVERE STORMS & FLOODING,Flood,1980-07-29T00:00:00.000Z,1980-07-29T00:00:00.000Z,Turndown,1980-07-29T00:00:00.000Z,0,0,0,0,80058,1980-07-29T00:00:00.000Z,54848ad0-099e-461c-b589-05bb3b0863f9
80066,4,KY,Kentucky                      ,0,1980-08-25T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1980-09-02T00:00:00.000Z,1980-09-02T00:00:00.000Z,Turndown,1980-09-02T00:00:00.000Z,0,0,0,0,80066,1980-09-02T00:00:00.000Z,cd407925-e7ac-4746-85b3-d8ecce07508f
80072,5,OH,Ohio                          ,0,1980-09-29T00:00:00.000Z,Major Disaster,HAIL STORM & HIGH WINDS.,Snowstorm,1980-11-12T00:00:00.000Z,1980-11-12T00:00:00.000Z,Turndown,1980-11-12T00:00:00.000Z,0,0,0,0,80072,1980-11-12T00:00:00.000Z,36c2532b-d447-4da6-938c-a3d24feb3a2a
81003,5,OH,Ohio                          ,0,1980-10-07T00:00:00.000Z,Major Disaster,LANDSLIDE,Mud/Landslide,1980-11-12T00:00:00.000Z,1980-11-12T00:00:00.000Z,Turndown,1980-11-12T00:00:00.000Z,0,0,0,0,81003,1980-11-12T00:00:00.000Z,1d699de6-f636-486c-bcf6-871f240feabf
81004,6,TX,Texas                         ,0,1980-10-09T00:00:00.000Z,Major Disaster,TORRENTIAL RAINS & FLOODING,Flood,1980-11-12T00:00:00.000Z,1980-11-12T00:00:00.000Z,Turndown,1980-11-12T00:00:00.000Z,0,0,0,0,81004,1980-11-12T00:00:00.000Z,a10e2d46-2862-4329-a0df-d480f2b068aa
81005,5,WI,Wisconsin                     ,0,1980-10-15T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1980-11-12T00:00:00.000Z,1980-11-12T00:00:00.000Z,Turndown,1981-03-26T00:00:00.000Z,0,0,0,0,81005,1980-11-12T00:00:00.000Z,bbeb8b94-7f9e-40e3-bc41-6298799cda66
81007,5,MN,Minnesota                     ,0,1980-10-16T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1980-11-12T00:00:00.000Z,1980-11-12T00:00:00.000Z,Turndown,1980-11-12T00:00:00.000Z,0,0,0,0,81007,1980-11-12T00:00:00.000Z,79e4033d-4c1a-4c61-b1d4-06d7cf7dbd81
81013,1,NH,New Hampshire                 ,0,1980-12-12T00:00:00.000Z,Emergency,FIRE HAZARD DUE TO TIMBER BLOW DOWN,Other,1981-01-19T00:00:00.000Z,1981-01-19T00:00:00.000Z,Turndown,1981-01-19T00:00:00.000Z,0,0,0,0,81013,1981-01-19T00:00:00.000Z,fac67831-be44-48c2-96f5-7f9e6271a054
81014,10,WA,Washington                    ,0,1981-01-09T00:00:00.000Z,Major Disaster,FLOODING,Flood,1981-01-16T00:00:00.000Z,1981-01-16T00:00:00.000Z,Turndown,1981-03-16T00:00:00.000Z,0,0,0,0,81014,1981-01-16T00:00:00.000Z,58e23588-b6a7-45c6-921a-21a91f6545fc
81016,4,FL,Florida                       ,0,1981-01-27T00:00:00.000Z,Major Disaster,WINTER FREEZE,Snowstorm,1981-02-13T00:00:00.000Z,1981-02-13T00:00:00.000Z,Turndown,1981-03-13T00:00:00.000Z,0,0,0,0,81016,1981-02-13T00:00:00.000Z,a661fbd5-0b61-441f-a2f1-f8d964fff2ee
81018,2,NJ,New Jersey                    ,0,1981-02-20T00:00:00.000Z,Emergency,WATER SHORTAGE,Drought,1981-03-02T00:00:00.000Z,1981-03-02T00:00:00.000Z,Turndown,1981-03-02T00:00:00.000Z,0,0,0,0,81018,1981-03-02T00:00:00.000Z,a9dbdbe3-0b57-4dca-be87-10a24f089ee7
81023,2,NY,New York                      ,0,1981-03-19T00:00:00.000Z,Major Disaster,FLOODING,Flood,1981-05-04T00:00:00.000Z,1981-05-04T00:00:00.000Z,Turndown,1981-05-04T00:00:00.000Z,0,0,0,0,81023,1981-05-04T00:00:00.000Z,33fd31e0-acf6-44ee-8842-607855b67d50
81026,4,AL,Alabama                       ,0,1981-04-03T00:00:00.000Z,Major Disaster,SEVERE STORMS,Severe Storm,1981-05-18T00:00:00.000Z,1981-05-18T00:00:00.000Z,Turndown,1981-05-18T00:00:00.000Z,0,0,0,0,81026,1981-05-18T00:00:00.000Z,ecc24df4-965b-48bc-bc4d-49d48e8090e2
81027,7,MO,Missouri                      ,0,1981-04-27T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING & TORNADO,Tsunami,1981-06-11T00:00:00.000Z,1981-06-11T00:00:00.000Z,Turndown,1981-06-11T00:00:00.000Z,0,0,0,0,81027,1981-06-11T00:00:00.000Z,a6b888c9-7d6e-48da-91dd-d35f3ced6a68
81030,6,TX,Texas                         ,0,1981-05-29T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1981-06-01T00:00:00.000Z,1981-06-01T00:00:00.000Z,Turndown,1981-06-20T00:00:00.000Z,0,0,0,0,81030,1981-06-01T00:00:00.000Z,33746a2d-5cb9-474a-bb7b-ce5bd65b94f8
81031,4,KY,Kentucky                      ,0,1981-06-09T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1981-06-25T00:00:00.000Z,1981-06-25T00:00:00.000Z,Turndown,1981-06-25T00:00:00.000Z,0,0,0,0,81031,1981-06-25T00:00:00.000Z,a6670c7e-979b-4e40-834f-41629ea9b3e7
81035,9,MP,Northern Mariana Islands      ,0,1981-06-16T00:00:00.000Z,Major Disaster,VOLCANO ERUPTION,Volcanic Eruption,1981-07-06T00:00:00.000Z,1981-07-06T00:00:00.000Z,Turndown,1981-07-06T00:00:00.000Z,0,0,0,0,81035,1981-07-06T00:00:00.000Z,a02d1763-5c3c-4cda-8bbe-283f93697478
81036,5,MN,Minnesota                     ,0,1981-06-18T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1981-06-25T00:00:00.000Z,1981-06-25T00:00:00.000Z,Turndown,1981-06-25T00:00:00.000Z,0,0,0,0,81036,1981-06-25T00:00:00.000Z,b8d16ff2-78b4-4e62-a71a-5eae5621fde9
81039,7,KS,Kansas                        ,0,1981-06-25T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1981-07-06T00:00:00.000Z,1981-07-06T00:00:00.000Z,Turndown,1981-07-18T00:00:00.000Z,0,0,0,0,81039,1981-07-06T00:00:00.000Z,769d64f2-c65e-4a55-912f-a394eb229ef9
81041,5,OH,Ohio                          ,0,1981-07-06T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1981-07-10T00:00:00.000Z,1981-07-10T00:00:00.000Z,Turndown,1981-07-10T00:00:00.000Z,0,0,0,0,81041,1981-07-10T00:00:00.000Z,bedcc413-7966-48b6-a3c9-a7af73310f13
81043,6,OK,Oklahoma                      ,0,1981-07-13T00:00:00.000Z,Emergency,TORNADOES,Tornado,1981-07-30T00:00:00.000Z,1981-07-30T00:00:00.000Z,Turndown,1981-07-30T00:00:00.000Z,0,0,0,0,81043,1981-07-30T00:00:00.000Z,dafa8a93-2272-415b-9dd6-55a14f3b0d92
81044,9,CA,California                    ,0,1981-07-16T00:00:00.000Z,Major Disaster,MED. FRUIT FLY INFESTATION,Crop Losses,1981-07-21T00:00:00.000Z,1981-07-21T00:00:00.000Z,Turndown,1981-07-21T00:00:00.000Z,0,0,0,0,81044,1981-07-21T00:00:00.000Z,0388ae2c-c49e-45b2-a9c1-cef0443c668b
81045,7,IA,Iowa                          ,0,1981-07-17T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1981-08-03T00:00:00.000Z,1981-08-03T00:00:00.000Z,Turndown,1981-08-03T00:00:00.000Z,0,0,0,0,81045,1981-08-03T00:00:00.000Z,a358576a-e044-4c84-ad1d-4d18e443d81a
81048,7,MO,Missouri                      ,0,1981-08-03T00:00:00.000Z,Major Disaster,TORRENTIAL RAINS & FLOODING,Flood,1981-08-28T00:00:00.000Z,1981-08-28T00:00:00.000Z,Turndown,1981-09-24T00:00:00.000Z,0,0,0,0,81048,1981-08-28T00:00:00.000Z,cad05bca-7ba5-4949-81e5-0ddd59ca49b0
81055,1,ME,Maine                         ,0,1981-09-08T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1981-09-16T00:00:00.000Z,1981-09-16T00:00:00.000Z,Turndown,1981-09-16T00:00:00.000Z,0,0,0,0,81055,1981-09-16T00:00:00.000Z,fe6803e9-264b-4e7a-86e5-71591817ede8
82001,5,MI,Michigan                      ,0,1981-10-02T00:00:00.000Z,Emergency,SEVERE STORMS & FLOODING,Flood,1981-10-20T00:00:00.000Z,1981-10-20T00:00:00.000Z,Turndown,1981-10-20T00:00:00.000Z,0,0,0,0,82001,1981-10-20T00:00:00.000Z,f82a4881-0da8-4b48-9d0e-a5a4f515c18b
82005,9,MP,Northern Mariana Islands      ,0,1981-12-01T00:00:00.000Z,Major Disaster,TYPHOON HAZEN,Typhoon,1981-12-07T00:00:00.000Z,1981-12-07T00:00:00.000Z,Turndown,1981-12-07T00:00:00.000Z,0,0,0,0,82005,1981-12-07T00:00:00.000Z,436aee23-4736-48bc-b157-d8e5779e888c
82007,4,AL,Alabama                       ,0,1982-01-25T00:00:00.000Z,Major Disaster,SEVERE ICE STORMS,Snowstorm,1982-02-05T00:00:00.000Z,1982-02-05T00:00:00.000Z,Turndown,1982-04-13T00:00:00.000Z,0,0,0,0,82007,1982-02-05T00:00:00.000Z,fff74445-40d3-428a-963e-bf1d19ea5063
82008,3,MD,Maryland                      ,0,1982-01-28T00:00:00.000Z,Major Disaster,ICE CONDITION,Snowstorm,1982-02-11T00:00:00.000Z,1982-02-11T00:00:00.000Z,Turndown,1982-02-11T00:00:00.000Z,0,0,0,0,82008,1982-02-11T00:00:00.000Z,d1f41ff3-da15-41a1-b2b7-fec14158cb81
82009,10,WA,Washington                    ,0,1982-02-04T00:00:00.000Z,Major Disaster,"SEV STORMS, BLIZARD, SNOW MELT & FLOOD",Flood,1982-02-12T00:00:00.000Z,1982-02-12T00:00:00.000Z,Turndown,1982-02-12T00:00:00.000Z,0,0,0,0,82009,1982-02-12T00:00:00.000Z,aa669acc-b23d-4815-9ab0-36575a5cc381
82010,7,MO,Missouri                      ,0,1982-02-06T00:00:00.000Z,Emergency,SNOW EMERGENCY,Snowstorm,1982-02-12T00:00:00.000Z,1982-02-12T00:00:00.000Z,Turndown,1982-02-12T00:00:00.000Z,0,0,0,0,82010,1982-02-12T00:00:00.000Z,a972080f-8a32-46ec-8c36-ede638e8c451
82011,10,WA,Washington                    ,0,1982-03-10T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1982-03-20T00:00:00.000Z,1982-03-20T00:00:00.000Z,Turndown,1982-03-20T00:00:00.000Z,0,0,0,0,82011,1982-03-20T00:00:00.000Z,b4eecb88-f804-4bb5-ad56-66400908f016
82018,5,OH,Ohio                          ,0,1982-04-10T00:00:00.000Z,Major Disaster,"SEVERE STORMS, FLOODING & WAVE ACTION",Flood,1982-04-28T00:00:00.000Z,1982-04-28T00:00:00.000Z,Turndown,1982-04-28T00:00:00.000Z,0,0,0,0,82018,1982-04-28T00:00:00.000Z,f4ec2496-00fc-4173-b529-80e3e8845567
82019,7,MO,Missouri                      ,0,1982-04-12T00:00:00.000Z,Emergency,HIGH WINDS & TORNADOES,Tornado,1982-04-26T00:00:00.000Z,1982-04-26T00:00:00.000Z,Turndown,1982-04-26T00:00:00.000Z,0,0,0,0,82019,1982-04-26T00:00:00.000Z,b99fb66f-37b9-4184-9b1e-b574e013622f
82029,9,CA,California                    ,0,1982-06-11T00:00:00.000Z,Major Disaster,"SEV. STORMS, HG. TIDES, MUDSLIDES FLOOD",Coastal Storm,1982-07-12T00:00:00.000Z,1982-07-12T00:00:00.000Z,Turndown,1982-07-12T00:00:00.000Z,0,0,0,0,82029,1982-07-12T00:00:00.000Z,be5868bc-ac16-4235-9774-d23e67fec9c1
82030,6,TX,Texas                         ,0,1982-06-11T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1982-06-22T00:00:00.000Z,1982-06-22T00:00:00.000Z,Turndown,1982-06-22T00:00:00.000Z,0,0,0,0,82030,1982-06-22T00:00:00.000Z,2ca9ecf6-e746-40ec-9847-5dea14e94c3f
82034,6,AR,Arkansas                      ,0,1982-07-07T00:00:00.000Z,Major Disaster,FLASH FLOODING,Flood,1982-07-15T00:00:00.000Z,1982-07-15T00:00:00.000Z,Turndown,1982-07-15T00:00:00.000Z,0,0,0,0,82034,1982-07-15T00:00:00.000Z,4047bc81-e2d8-444b-a7e0-0fce11b9118a
82036,7,IA,Iowa                          ,0,1982-07-02T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1982-08-04T00:00:00.000Z,1982-08-04T00:00:00.000Z,Turndown,1982-09-10T00:00:00.000Z,0,0,0,0,82036,1982-08-04T00:00:00.000Z,e17d7ead-87a5-48a6-b30e-ea38d4d42a97
82037,7,KS,Kansas                        ,0,1982-07-29T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1982-08-24T00:00:00.000Z,1982-08-24T00:00:00.000Z,Turndown,1982-11-18T00:00:00.000Z,0,0,0,0,82037,1982-08-24T00:00:00.000Z,e73effda-fb6c-40fc-99a9-2138441e5675
83001,7,MO,Missouri                      ,0,1982-10-04T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1982-11-03T00:00:00.000Z,1982-11-03T00:00:00.000Z,Turndown,1982-11-03T00:00:00.000Z,0,0,0,0,83001,1982-11-03T00:00:00.000Z,76fedf9d-54a3-4239-b6b2-30f01c7ca1c0
83002,8,UT,Utah                          ,0,1982-10-09T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1982-11-03T00:00:00.000Z,1982-11-03T00:00:00.000Z,Turndown,1982-11-03T00:00:00.000Z,0,0,0,0,83002,1982-11-03T00:00:00.000Z,38d6feb0-fa65-4284-aaa8-adad72fb327c
83003,9,CA,California                    ,0,1982-10-15T00:00:00.000Z,Major Disaster,HIGH WINDS AND FIRE,Fire,1982-11-03T00:00:00.000Z,1982-11-03T00:00:00.000Z,Turndown,1982-11-03T00:00:00.000Z,0,0,0,0,83003,1982-11-03T00:00:00.000Z,552f51b3-0f1c-434e-8c50-00455f3b18c3
83004,9,CA,California                    ,0,1982-10-15T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1982-11-03T00:00:00.000Z,1982-11-03T00:00:00.000Z,Turndown,1982-12-29T00:00:00.000Z,0,0,0,0,83004,1982-11-03T00:00:00.000Z,ebbd0630-f7d9-4a11-8974-055da836962e
83007,10,WA,Washington                    ,0,1982-11-30T00:00:00.000Z,Emergency,FLOOD THREAT,Flood,1982-12-23T00:00:00.000Z,1982-12-23T00:00:00.000Z,Turndown,1982-12-23T00:00:00.000Z,0,0,0,0,83007,1982-12-23T00:00:00.000Z,977a564d-e1cc-4c27-a3ba-48b1bf9adbff
83012,9,CA,California                    ,0,1982-12-14T00:00:00.000Z,Major Disaster,STORMS HIGH TIDES WINDS + FLOODING,Flood,1982-12-29T00:00:00.000Z,1982-12-29T00:00:00.000Z,Turndown,1983-02-22T00:00:00.000Z,0,0,0,0,83012,1982-12-29T00:00:00.000Z,b6a296d2-2284-4e17-b1bd-de60326b3d14
83021,4,AL,Alabama                       ,0,1983-03-14T00:00:00.000Z,Major Disaster,FLOODING,Flood,1983-03-25T00:00:00.000Z,1983-03-25T00:00:00.000Z,Turndown,1983-05-31T00:00:00.000Z,0,0,0,0,83021,1983-03-25T00:00:00.000Z,31ffa293-4ab9-4c3a-8d05-3888eb1e5321
83022,10,WA,Washington                    ,0,1983-04-01T00:00:00.000Z,Emergency,FLOODING AND MUDSLIDES,Flood,1983-04-15T00:00:00.000Z,1983-04-15T00:00:00.000Z,Turndown,1983-04-15T00:00:00.000Z,0,0,0,0,83022,1983-04-15T00:00:00.000Z,5645a82e-e2cb-4886-ae89-b2f70daf5fb2
83029,7,MO,Missouri                      ,0,1983-05-05T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1983-05-16T00:00:00.000Z,1983-05-16T00:00:00.000Z,Turndown,1983-09-23T00:00:00.000Z,0,0,0,0,83029,1983-05-16T00:00:00.000Z,9d45c784-cd04-4b67-ad1a-6b8f3ca215b2
83030,5,OH,Ohio                          ,0,1983-05-06T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1983-05-20T00:00:00.000Z,1983-05-20T00:00:00.000Z,Turndown,1983-06-28T00:00:00.000Z,0,0,0,0,83030,1983-05-20T00:00:00.000Z,c3b28002-c008-4070-a3a4-5cc14fd4c323
83031,4,KY,Kentucky                      ,0,1983-05-09T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1983-05-20T00:00:00.000Z,1983-05-20T00:00:00.000Z,Turndown,1983-05-20T00:00:00.000Z,0,0,0,0,83031,1983-05-20T00:00:00.000Z,9bad89cf-1144-436c-85ed-6096bf9ab1af
83032,2,NY,New York                      ,0,1983-05-19T00:00:00.000Z,Major Disaster,SEVERE STORMS AND TORNADOES,Tornado,1983-08-09T00:00:00.000Z,1983-08-09T00:00:00.000Z,Turndown,1983-08-09T00:00:00.000Z,0,0,0,0,83032,1983-08-09T00:00:00.000Z,152c839c-34a9-4b3c-8aae-c6c2529d6957
83037,6,TX,Texas                         ,0,1983-06-22T00:00:00.000Z,Major Disaster,"SEVERE STORMS, FLOODING, TORNADOES",Tsunami,1983-07-07T00:00:00.000Z,1983-07-07T00:00:00.000Z,Turndown,1983-07-07T00:00:00.000Z,0,0,0,0,83037,1983-07-07T00:00:00.000Z,a605cc12-5a13-42d8-aa04-c543c8055dda
83040,6,LA,Louisiana                     ,0,1983-06-28T00:00:00.000Z,Major Disaster,TORNADOES AND FLOODING,Tsunami,1983-07-19T00:00:00.000Z,1983-07-19T00:00:00.000Z,Turndown,1983-09-10T00:00:00.000Z,0,0,0,0,83040,1983-07-19T00:00:00.000Z,2dc51d02-a857-48cc-8a60-0ff953aff850
83041,7,KS,Kansas                        ,0,1983-06-28T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1983-07-18T00:00:00.000Z,1983-07-18T00:00:00.000Z,Turndown,1983-07-18T00:00:00.000Z,0,0,0,0,83041,1983-07-18T00:00:00.000Z,e6f10aa6-cbf3-4c4d-93bf-80062b50b3bb
83043,4,TN,Tennessee                     ,0,1983-07-14T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1983-07-25T00:00:00.000Z,1983-07-25T00:00:00.000Z,Turndown,1983-07-25T00:00:00.000Z,0,0,0,0,83043,1983-07-25T00:00:00.000Z,6b3c79ef-6bbb-48fd-ba50-91f2d4cb017d
83046,6,TX,Texas                         ,0,1983-07-26T00:00:00.000Z,Major Disaster,SEVERE STORMS AND HAIL,Severe Storm,1983-08-02T00:00:00.000Z,1983-08-02T00:00:00.000Z,Turndown,1983-08-01T00:00:00.000Z,0,0,0,0,83046,1983-08-02T00:00:00.000Z,d44152ca-5c47-4929-ba85-707612a668bf
84007,9,CA,California                    ,0,1983-12-13T00:00:00.000Z,Major Disaster,LEVEE BREAK & FLOODING,Flood,1984-01-06T00:00:00.000Z,1984-01-06T00:00:00.000Z,Turndown,1984-01-06T00:00:00.000Z,0,0,0,0,84007,1984-01-06T00:00:00.000Z,08b671cf-f5cc-4c7f-9967-8d78dbbc0c35
84010,10,WA,Washington                    ,0,1984-02-29T00:00:00.000Z,Major Disaster,IMPACT OF EL NINO,Other,1984-02-29T00:00:00.000Z,1984-02-29T00:00:00.000Z,Turndown,1984-02-29T00:00:00.000Z,0,0,0,0,84010,1984-02-29T00:00:00.000Z,7cf5aab8-5fa5-4ad6-bc1e-1c957fe9451e
84013,5,OH,Ohio                          ,0,1984-03-03T00:00:00.000Z,Emergency,SEVERE WINTER STORM,Snowstorm,1984-03-07T00:00:00.000Z,1984-03-07T00:00:00.000Z,Turndown,1984-03-07T00:00:00.000Z,0,0,0,0,84013,1984-03-07T00:00:00.000Z,589d15db-7c3b-4563-afb9-df964f3cbbed
84014,4,AL,Alabama                       ,0,1984-03-08T00:00:00.000Z,Major Disaster,TORNADOES AND SEVERE STORMS,Tornado,1984-03-27T00:00:00.000Z,1984-03-27T00:00:00.000Z,Turndown,1984-03-27T00:00:00.000Z,0,0,0,0,84014,1984-03-27T00:00:00.000Z,b115415c-f209-47f0-864c-3f81245c5d44
84016,4,GA,Georgia                       ,0,1984-03-13T00:00:00.000Z,Major Disaster,SEVERE STORMS AND TORNADOES,Tornado,1984-04-02T00:00:00.000Z,1984-04-02T00:00:00.000Z,Turndown,1984-04-02T00:00:00.000Z,0,0,0,0,84016,1984-04-02T00:00:00.000Z,d3fbd4e5-2dc3-4381-8275-a89795f5aa03
84018,6,AR,Arkansas                      ,0,1984-03-26T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1984-04-13T00:00:00.000Z,1984-04-13T00:00:00.000Z,Turndown,1984-04-13T00:00:00.000Z,0,0,0,0,84018,1984-04-13T00:00:00.000Z,d72b9e61-bf4e-4b93-b39d-a60fe3f2b78e
84022,10,OR,Oregon                        ,0,1984-04-06T00:00:00.000Z,Major Disaster,FLOODING,Flood,1984-04-25T00:00:00.000Z,1984-04-25T00:00:00.000Z,Turndown,1984-04-25T00:00:00.000Z,0,0,0,0,84022,1984-04-25T00:00:00.000Z,9513d3ae-8250-4e9a-8cf7-83111e51bd50
84023,3,MD,Maryland                      ,0,1984-04-09T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1984-04-26T00:00:00.000Z,1984-04-26T00:00:00.000Z,Turndown,1984-04-26T00:00:00.000Z,0,0,0,0,84023,1984-04-26T00:00:00.000Z,98798d21-cb7b-414b-921e-d2a75f5ee94e
84025,3,VA,Virginia                      ,0,1984-04-16T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Flood,1984-04-25T00:00:00.000Z,1984-04-25T00:00:00.000Z,Turndown,1984-04-25T00:00:00.000Z,0,0,0,0,84025,1984-04-25T00:00:00.000Z,e491783f-110f-4e41-ae8f-6973d87e5ccc
84028,7,NE,Nebraska                      ,0,1984-05-02T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1984-05-14T00:00:00.000Z,1984-05-14T00:00:00.000Z,Turndown,1984-05-14T00:00:00.000Z,0,0,0,0,84028,1984-05-14T00:00:00.000Z,629f348b-755a-4161-a0bb-fb2e89d24d90
84034,5,WI,Wisconsin                     ,0,1984-05-11T00:00:00.000Z,Emergency,SEVERE STORMS & TORNADOES,Tornado,1984-05-24T00:00:00.000Z,1984-05-24T00:00:00.000Z,Turndown,1984-05-24T00:00:00.000Z,0,0,0,0,84034,1984-05-24T00:00:00.000Z,9e8c2b3e-7e7a-43a8-82ef-ba6db40acaec
84038,4,MS,Mississippi                   ,0,1984-05-23T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES, & FLOODING",Tsunami,1984-06-05T00:00:00.000Z,1984-06-05T00:00:00.000Z,Turndown,1984-06-05T00:00:00.000Z,0,0,0,0,84038,1984-06-05T00:00:00.000Z,9a9a216d-1be8-4719-a9b8-b08ed902daf6
84039,4,FL,Florida                       ,0,1984-05-24T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1984-06-05T00:00:00.000Z,1984-06-05T00:00:00.000Z,Turndown,1984-06-05T00:00:00.000Z,0,0,0,0,84039,1984-06-05T00:00:00.000Z,9762adca-29af-455f-979e-6f1bed487e5f
84048,6,TX,Texas                         ,0,1984-06-21T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1984-07-16T00:00:00.000Z,1984-07-16T00:00:00.000Z,Turndown,1984-07-16T00:00:00.000Z,0,0,0,0,84048,1984-07-16T00:00:00.000Z,0ed5d19b-6098-43b0-9dde-336ef50e7099
85004,6,AR,Arkansas                      ,0,1984-11-01T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1984-11-09T00:00:00.000Z,1984-11-09T00:00:00.000Z,Turndown,1984-11-09T00:00:00.000Z,0,0,0,0,85004,1984-11-09T00:00:00.000Z,7ac8b79c-145b-402f-97f7-f0151ffb5011
85005,2,NJ,New Jersey                    ,0,1984-11-05T00:00:00.000Z,Emergency,HOTEL FIRE,Fire,1984-11-16T00:00:00.000Z,1984-11-16T00:00:00.000Z,Turndown,1984-11-16T00:00:00.000Z,0,0,0,0,85005,1984-11-16T00:00:00.000Z,bb72ab9e-793e-4ec4-bb70-3619e6e71fa0
85007,10,AK,Alaska                        ,0,1984-12-06T00:00:00.000Z,Major Disaster,FLOODING,Flood,1984-12-14T00:00:00.000Z,1984-12-14T00:00:00.000Z,Turndown,1984-12-14T00:00:00.000Z,0,0,0,0,85007,1984-12-14T00:00:00.000Z,bf226434-556e-4905-91b6-77c0b1e8184b
85008,6,TX,Texas                         ,0,1984-12-20T00:00:00.000Z,Major Disaster,SEVERE THUNDERSTORMS AND TORNADOES,Flood,1984-12-27T00:00:00.000Z,1984-12-27T00:00:00.000Z,Turndown,1984-12-27T00:00:00.000Z,0,0,0,0,85008,1984-12-27T00:00:00.000Z,198d8752-215b-4bcf-a94d-6734fb63aa68
85010,5,MI,Michigan                      ,0,1985-01-15T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1985-02-07T00:00:00.000Z,1985-02-07T00:00:00.000Z,Turndown,1985-02-07T00:00:00.000Z,0,0,0,0,85010,1985-02-07T00:00:00.000Z,9f15f4d9-3d2d-480c-a156-a719e689afc0
85011,2,NY,New York                      ,0,1985-01-25T00:00:00.000Z,Emergency,SEVERE WINTER STORM,Snowstorm,1985-01-30T00:00:00.000Z,1985-01-30T00:00:00.000Z,Turndown,1985-01-30T00:00:00.000Z,0,0,0,0,85011,1985-01-30T00:00:00.000Z,34a347b1-eaeb-4c29-8695-01ba9681ccd0
85013,4,AL,Alabama                       ,0,1985-02-09T00:00:00.000Z,Major Disaster,SEVERE WINTER STORMS,Snowstorm,1985-02-26T00:00:00.000Z,1985-02-26T00:00:00.000Z,Turndown,1985-02-26T00:00:00.000Z,0,0,0,0,85013,1985-02-26T00:00:00.000Z,97e6d293-e6b9-440f-ab00-263c1895385f
85016,5,OH,Ohio                          ,0,1985-03-13T00:00:00.000Z,Major Disaster,SNOW MELT & ICE JAMS,Snowstorm,1985-03-26T00:00:00.000Z,1985-03-26T00:00:00.000Z,Turndown,1985-03-26T00:00:00.000Z,0,0,0,0,85016,1985-03-26T00:00:00.000Z,378a9328-275f-429d-bb2f-88feb5fdd09d
